letter_id,offer_or_rejection,job,start_date,next_steps,rejection_date,denial_reason
1806,Rejection,Associate Professor,2018-10-04 17:07:40,Awaiting Response,2003-03-24 00:58:50,Not Qualified
1807,Offer,Associate Professor,2023-06-12 01:37:16,Awaiting Response,2012-06-04 17:23:00,Position Filled
1808,Offer,Assistant Professor,2020-12-24 12:28:54,Awaiting Response,2022-07-01 01:53:54,Incomplete Application
1809,Rejection,Professor,2013-12-16 18:39:46,Awaiting Response,2001-07-15 21:46:55,Position Filled
1810,Offer,Associate Professor,2009-02-12 00:18:48,Awaiting Response,2009-01-26 05:36:43,Not Qualified
1811,Rejection,Professor,2017-01-01 10:21:49,Awaiting Response,2022-12-22 21:47:04,Position Filled
1812,Offer,Assistant Professor,2001-08-03 01:45:13,Awaiting Response,2004-12-05 05:20:01,Not Qualified
1813,Rejection,Professor,2008-11-09 08:33:45,Awaiting Response,2023-06-20 15:24:07,Incomplete Application
1814,Rejection,Associate Professor,2018-05-05 13:54:12,Awaiting Response,2005-05-27 21:04:15,Incomplete Application
1815,Rejection,Assistant Professor,2004-12-22 09:22:57,Awaiting Response,2019-05-10 22:26:16,Incomplete Application
1816,Offer,Associate Professor,2002-08-17 01:52:21,Awaiting Response,2003-11-27 04:02:02,Position Filled
1817,Offer,Assistant Professor,2012-03-21 00:23:56,Awaiting Response,2004-07-05 15:55:30,Position Filled
1818,Rejection,Assistant Professor,2022-12-14 14:46:55,Awaiting Response,2004-01-10 17:13:01,Not Qualified
1819,Offer,Professor,2003-11-16 16:03:10,Awaiting Response,2019-07-24 15:23:42,Position Filled
1820,Offer,Associate Professor,2022-07-17 01:50:44,Awaiting Response,2000-04-02 21:38:52,Position Filled
1821,Rejection,Professor,2023-07-06 09:06:42,Awaiting Response,2001-04-27 12:06:55,Not Qualified
1822,Offer,Assistant Professor,2008-03-03 21:19:27,Awaiting Response,2021-02-01 13:29:59,Position Filled
1823,Rejection,Assistant Professor,2018-05-04 23:51:14,Awaiting Response,2002-08-14 07:21:27,Not Qualified
1824,Offer,Assistant Professor,2021-07-11 06:51:17,Awaiting Response,2014-02-20 21:04:25,Not Qualified
1825,Offer,Professor,2016-01-05 04:07:26,Awaiting Response,2004-07-24 07:48:02,Incomplete Application
1826,Offer,Assistant Professor,2006-08-06 17:36:08,Awaiting Response,2009-10-07 19:28:16,Position Filled
1827,Offer,Associate Professor,2017-12-11 03:27:45,Awaiting Response,2001-03-16 01:19:05,Position Filled
1828,Rejection,Professor,2006-12-02 19:31:37,Awaiting Response,2014-01-12 13:33:30,Not Qualified
1829,Offer,Assistant Professor,2012-06-24 11:52:02,Awaiting Response,2004-04-04 20:45:24,Position Filled
1830,Offer,Professor,2002-01-01 04:23:50,Awaiting Response,2022-11-03 02:43:13,Not Qualified
1831,Rejection,Associate Professor,2023-06-13 03:23:06,Awaiting Response,2007-08-10 08:19:18,Position Filled
1832,Rejection,Assistant Professor,2014-02-05 14:10:26,Awaiting Response,2003-05-06 11:32:31,Position Filled
1833,Offer,Associate Professor,2017-06-21 11:38:00,Awaiting Response,2018-04-27 05:47:08,Position Filled
1834,Rejection,Associate Professor,2012-03-17 23:31:36,Awaiting Response,2008-04-11 13:07:19,Position Filled
1835,Offer,Assistant Professor,2022-08-22 16:35:58,Awaiting Response,2008-05-15 09:20:10,Incomplete Application
1836,Offer,Assistant Professor,2020-08-17 01:31:27,Awaiting Response,2019-03-25 00:58:26,Position Filled
1837,Offer,Associate Professor,2017-05-28 14:13:27,Awaiting Response,2023-01-27 18:37:19,Incomplete Application
1838,Rejection,Associate Professor,2022-03-04 03:06:46,Awaiting Response,2013-04-12 02:13:47,Incomplete Application
1839,Rejection,Assistant Professor,2006-09-10 12:35:37,Awaiting Response,2016-04-17 07:31:38,Position Filled
1840,Offer,Assistant Professor,2001-03-01 11:38:36,Awaiting Response,2020-10-12 10:30:55,Position Filled
1841,Rejection,Professor,2013-02-10 02:24:24,Awaiting Response,2002-08-12 12:56:33,Position Filled
1842,Rejection,Assistant Professor,2012-01-03 22:55:40,Awaiting Response,2017-09-09 20:35:07,Incomplete Application
1843,Offer,Assistant Professor,2021-05-18 12:51:23,Awaiting Response,2009-09-09 10:42:44,Not Qualified
1844,Rejection,Professor,2010-12-15 18:58:19,Awaiting Response,2001-10-23 22:57:52,Not Qualified
1845,Rejection,Assistant Professor,2021-07-05 05:16:34,Awaiting Response,2017-08-25 01:02:05,Position Filled
1846,Rejection,Assistant Professor,2009-09-11 21:50:30,Awaiting Response,2004-04-01 20:03:46,Not Qualified
1847,Rejection,Associate Professor,2011-04-05 19:57:11,Awaiting Response,2018-10-17 15:54:10,Incomplete Application
1848,Rejection,Professor,2000-11-23 20:04:38,Awaiting Response,2000-10-13 14:04:22,Incomplete Application
1849,Rejection,Associate Professor,2004-02-23 10:36:02,Awaiting Response,2000-10-19 10:50:42,Incomplete Application
1850,Rejection,Associate Professor,2020-09-01 09:12:12,Awaiting Response,2017-01-09 06:48:34,Not Qualified
1851,Offer,Associate Professor,2008-10-16 18:02:34,Awaiting Response,2000-12-03 23:12:00,Not Qualified
1852,Offer,Professor,2014-05-25 19:50:41,Awaiting Response,2018-09-03 20:52:43,Incomplete Application
1853,Rejection,Professor,2020-09-13 20:46:15,Awaiting Response,2018-08-27 05:20:02,Incomplete Application
1854,Offer,Assistant Professor,2010-02-07 14:04:35,Awaiting Response,2020-03-11 22:20:57,Not Qualified
1855,Offer,Assistant Professor,2009-03-24 09:08:29,Awaiting Response,2017-08-05 09:14:31,Incomplete Application
1856,Offer,Assistant Professor,2014-03-22 17:42:37,Awaiting Response,2017-11-18 15:31:37,Not Qualified
1857,Rejection,Assistant Professor,2001-08-14 19:27:23,Awaiting Response,2006-09-14 11:34:36,Incomplete Application
1858,Rejection,Professor,2016-07-21 06:45:54,Awaiting Response,2013-08-22 23:06:28,Not Qualified
1859,Offer,Assistant Professor,2019-11-15 17:22:44,Awaiting Response,2008-04-12 16:59:04,Position Filled
1860,Offer,Associate Professor,2022-07-17 12:53:27,Awaiting Response,2013-02-08 04:37:42,Not Qualified
1861,Offer,Professor,2002-04-14 23:40:38,Awaiting Response,2023-01-19 18:12:34,Not Qualified
1862,Rejection,Associate Professor,2020-11-22 04:28:31,Awaiting Response,2001-08-05 00:13:48,Incomplete Application
1863,Rejection,Assistant Professor,2003-09-18 10:35:27,Awaiting Response,2020-05-15 08:07:44,Incomplete Application
1864,Offer,Associate Professor,2009-09-15 07:35:02,Awaiting Response,2021-10-21 06:41:30,Not Qualified
1865,Offer,Assistant Professor,2009-04-12 06:38:47,Awaiting Response,2011-04-08 08:44:25,Position Filled
1866,Offer,Assistant Professor,2014-01-28 06:25:24,Awaiting Response,2002-07-05 11:31:57,Not Qualified
1867,Rejection,Assistant Professor,2011-04-12 13:20:41,Awaiting Response,2008-07-09 07:19:02,Incomplete Application
1868,Rejection,Associate Professor,2014-10-25 16:09:10,Awaiting Response,2020-02-11 20:09:00,Position Filled
1869,Offer,Assistant Professor,2004-07-24 17:57:34,Awaiting Response,2020-11-15 16:49:26,Incomplete Application
1870,Offer,Associate Professor,2015-05-19 06:20:24,Awaiting Response,2022-09-12 18:15:57,Position Filled
1871,Offer,Associate Professor,2022-03-05 02:09:31,Awaiting Response,2002-04-26 09:42:56,Position Filled
1872,Rejection,Assistant Professor,2020-11-08 11:37:29,Awaiting Response,2007-06-18 05:04:51,Position Filled
1873,Offer,Associate Professor,2021-03-01 13:09:49,Awaiting Response,2002-03-06 00:01:32,Position Filled
1874,Offer,Associate Professor,2015-08-14 08:00:22,Awaiting Response,2017-03-02 06:06:41,Not Qualified
1875,Rejection,Professor,2009-10-27 22:50:33,Awaiting Response,2006-04-25 04:07:42,Not Qualified
1876,Rejection,Professor,2004-04-20 13:50:15,Awaiting Response,2000-07-01 08:03:24,Position Filled
1877,Offer,Professor,2010-07-01 02:34:24,Awaiting Response,2008-01-15 11:12:54,Not Qualified
1878,Rejection,Associate Professor,2010-12-07 11:40:18,Awaiting Response,2009-08-04 17:17:27,Incomplete Application
1879,Rejection,Assistant Professor,2003-11-18 09:53:00,Awaiting Response,2011-01-27 08:13:44,Incomplete Application
1880,Rejection,Associate Professor,2021-09-12 00:15:50,Awaiting Response,2011-08-20 22:07:47,Not Qualified
1881,Rejection,Associate Professor,2016-12-02 15:13:22,Awaiting Response,2000-07-16 07:27:35,Position Filled
1882,Rejection,Professor,2021-04-08 10:04:20,Awaiting Response,2004-04-17 10:54:53,Position Filled
1883,Offer,Assistant Professor,2020-11-24 14:23:09,Awaiting Response,2020-02-14 08:53:49,Position Filled
1884,Offer,Professor,2005-12-26 12:23:54,Awaiting Response,2016-12-22 21:53:44,Incomplete Application
1885,Offer,Assistant Professor,2004-08-18 23:11:06,Awaiting Response,2010-09-19 21:10:19,Position Filled
1886,Rejection,Assistant Professor,2007-11-28 15:26:55,Awaiting Response,2004-11-19 06:09:17,Position Filled
1887,Rejection,Assistant Professor,2023-08-19 20:55:18,Awaiting Response,2016-12-22 00:35:13,Incomplete Application
1888,Offer,Professor,2012-05-07 05:32:22,Awaiting Response,2020-10-05 04:44:09,Incomplete Application
1889,Rejection,Assistant Professor,2020-06-26 02:10:35,Awaiting Response,2007-02-25 19:05:35,Not Qualified
1890,Offer,Professor,2013-11-26 02:16:45,Awaiting Response,2003-08-16 19:04:22,Not Qualified
1891,Rejection,Associate Professor,2005-08-03 16:19:17,Awaiting Response,2014-12-04 22:24:41,Incomplete Application
1892,Rejection,Assistant Professor,2020-05-16 06:06:09,Awaiting Response,2018-07-08 13:05:44,Position Filled
1893,Offer,Assistant Professor,2011-02-16 01:04:20,Awaiting Response,2013-04-28 07:08:57,Position Filled
1894,Offer,Professor,2002-05-07 14:10:55,Awaiting Response,2010-05-13 09:53:36,Position Filled
1895,Rejection,Associate Professor,2016-04-08 05:01:40,Awaiting Response,2020-09-05 13:24:09,Not Qualified
1896,Offer,Professor,2015-08-06 15:51:53,Awaiting Response,2007-07-23 02:48:30,Incomplete Application
1897,Offer,Assistant Professor,2021-11-10 19:03:32,Awaiting Response,2011-07-18 13:59:25,Not Qualified
1898,Rejection,Assistant Professor,2015-07-06 21:52:22,Awaiting Response,2017-02-06 11:46:55,Not Qualified
1899,Rejection,Professor,2022-11-27 11:59:57,Awaiting Response,2003-09-23 23:08:14,Position Filled
1900,Offer,Assistant Professor,2014-10-02 06:01:26,Awaiting Response,2015-10-23 11:45:05,Position Filled
1901,Offer,Associate Professor,2020-11-05 12:11:18,Awaiting Response,2018-01-09 16:20:35,Incomplete Application
1902,Rejection,Professor,2007-09-02 20:01:38,Awaiting Response,2014-04-27 08:33:25,Position Filled
1903,Offer,Professor,2011-07-24 08:22:41,Awaiting Response,2006-02-16 11:28:44,Not Qualified
1904,Offer,Assistant Professor,2013-05-05 21:47:21,Awaiting Response,2021-08-01 04:48:19,Position Filled
1905,Offer,Assistant Professor,2005-03-20 05:02:05,Awaiting Response,2008-07-07 09:40:57,Position Filled
1906,Rejection,Associate Professor,2003-08-05 00:41:18,Awaiting Response,2001-05-05 22:22:48,Incomplete Application
1907,Offer,Professor,2018-05-26 17:54:11,Awaiting Response,2023-04-25 12:09:54,Position Filled
1908,Rejection,Associate Professor,2001-01-20 13:01:08,Awaiting Response,2003-12-23 04:21:20,Incomplete Application
1909,Rejection,Associate Professor,2018-03-05 13:22:52,Awaiting Response,2004-01-07 20:01:40,Not Qualified
1910,Rejection,Associate Professor,2008-05-16 12:35:55,Awaiting Response,2020-11-13 18:42:25,Incomplete Application
1911,Offer,Associate Professor,2008-10-18 10:30:22,Awaiting Response,2014-06-05 20:55:18,Not Qualified
1912,Offer,Assistant Professor,2021-01-16 22:54:49,Awaiting Response,2005-01-18 05:57:27,Position Filled
1913,Rejection,Associate Professor,2014-02-16 03:04:21,Awaiting Response,2016-04-01 04:48:28,Not Qualified
1914,Offer,Professor,2014-10-26 17:20:01,Awaiting Response,2009-03-05 11:49:09,Incomplete Application
1915,Offer,Professor,2003-01-03 02:09:51,Awaiting Response,2000-05-26 01:48:56,Position Filled
1916,Rejection,Associate Professor,2019-04-16 18:33:07,Awaiting Response,2020-07-06 11:29:17,Incomplete Application
1917,Rejection,Associate Professor,2008-10-18 19:22:32,Awaiting Response,2023-03-20 19:03:41,Position Filled
1918,Rejection,Professor,2009-04-04 06:16:12,Awaiting Response,2019-10-22 00:38:44,Incomplete Application
1919,Rejection,Associate Professor,2017-09-12 10:44:12,Awaiting Response,2004-01-04 21:37:50,Not Qualified
1920,Rejection,Associate Professor,2019-09-26 09:11:27,Awaiting Response,2007-01-25 17:52:19,Not Qualified
1921,Rejection,Assistant Professor,2004-07-06 17:39:32,Awaiting Response,2005-02-13 14:29:18,Incomplete Application
1922,Offer,Assistant Professor,2023-01-05 15:42:11,Awaiting Response,2008-01-16 23:03:49,Position Filled
1923,Offer,Assistant Professor,2023-09-14 09:17:40,Awaiting Response,2007-02-25 23:56:59,Incomplete Application
1924,Offer,Associate Professor,2023-02-26 12:14:05,Awaiting Response,2014-02-16 06:30:50,Incomplete Application
1925,Rejection,Professor,2019-02-04 14:26:15,Awaiting Response,2005-08-11 06:57:30,Not Qualified
1926,Offer,Associate Professor,2007-02-12 03:40:10,Awaiting Response,2004-01-17 09:53:10,Incomplete Application
1927,Offer,Professor,2013-12-10 12:39:06,Awaiting Response,2023-01-10 00:13:43,Incomplete Application
1928,Rejection,Associate Professor,2015-11-09 07:55:05,Awaiting Response,2005-10-28 05:37:46,Not Qualified
1929,Offer,Assistant Professor,2010-03-20 20:55:14,Awaiting Response,2008-09-18 07:11:12,Not Qualified
1930,Offer,Assistant Professor,2015-06-06 14:45:56,Awaiting Response,2007-10-23 21:06:41,Incomplete Application
1931,Rejection,Associate Professor,2007-02-20 01:11:03,Awaiting Response,2019-02-03 19:59:24,Position Filled
1932,Rejection,Professor,2009-10-03 14:09:01,Awaiting Response,2015-07-08 04:00:57,Not Qualified
1933,Offer,Assistant Professor,2008-11-26 20:43:50,Awaiting Response,2012-12-15 18:57:05,Position Filled
1934,Rejection,Professor,2004-03-20 08:12:21,Awaiting Response,2007-06-05 06:47:27,Not Qualified
1935,Offer,Associate Professor,2021-05-23 18:45:19,Awaiting Response,2009-11-23 13:28:17,Position Filled
1936,Rejection,Assistant Professor,2007-05-15 02:07:10,Awaiting Response,2002-02-24 02:03:08,Not Qualified
1937,Offer,Associate Professor,2011-05-16 09:21:13,Awaiting Response,2016-12-12 22:26:06,Position Filled
1938,Rejection,Assistant Professor,2017-12-14 13:01:57,Awaiting Response,2009-01-23 11:56:36,Not Qualified
1939,Rejection,Assistant Professor,2018-11-07 22:11:53,Awaiting Response,2023-09-12 03:06:08,Position Filled
1940,Offer,Professor,2006-07-16 00:12:01,Awaiting Response,2022-11-23 12:45:23,Not Qualified
1941,Offer,Professor,2008-01-20 06:45:34,Awaiting Response,2015-07-07 12:03:10,Position Filled
1942,Rejection,Professor,2003-12-07 01:53:15,Awaiting Response,2021-03-21 08:06:58,Not Qualified
1943,Offer,Associate Professor,2023-12-08 03:20:59,Awaiting Response,2000-01-13 10:26:30,Position Filled
1944,Offer,Associate Professor,2008-11-22 10:06:34,Awaiting Response,2014-01-04 13:12:41,Incomplete Application
1945,Offer,Associate Professor,2020-08-14 10:52:35,Awaiting Response,2017-05-25 21:06:20,Not Qualified
1946,Rejection,Assistant Professor,2008-10-01 14:50:35,Awaiting Response,2022-07-11 05:12:39,Incomplete Application
1947,Rejection,Professor,2018-06-08 04:29:45,Awaiting Response,2016-05-12 22:11:49,Not Qualified
1948,Offer,Associate Professor,2008-09-13 08:28:58,Awaiting Response,2022-03-23 01:26:10,Position Filled
1949,Rejection,Associate Professor,2001-10-20 20:21:01,Awaiting Response,2020-04-13 17:37:52,Not Qualified
1950,Offer,Professor,2003-05-21 08:06:51,Awaiting Response,2015-11-20 12:47:16,Position Filled
1951,Offer,Assistant Professor,2007-10-25 08:18:41,Awaiting Response,2013-08-22 14:41:40,Incomplete Application
1952,Offer,Professor,2010-04-03 10:20:32,Awaiting Response,2009-04-22 22:37:10,Incomplete Application
1953,Offer,Professor,2011-05-18 20:34:02,Awaiting Response,2005-08-28 21:56:02,Incomplete Application
1954,Offer,Assistant Professor,2005-11-15 02:41:25,Awaiting Response,2014-09-01 10:07:48,Incomplete Application
1955,Rejection,Assistant Professor,2002-05-28 12:09:38,Awaiting Response,2008-09-13 17:24:54,Position Filled
1956,Rejection,Associate Professor,2005-03-20 17:21:08,Awaiting Response,2000-10-05 10:38:41,Incomplete Application
1957,Rejection,Professor,2001-01-13 11:05:49,Awaiting Response,2003-09-25 19:04:13,Incomplete Application
1958,Offer,Associate Professor,2013-09-01 12:15:16,Awaiting Response,2009-07-21 18:06:07,Not Qualified
1959,Offer,Professor,2000-04-06 04:42:23,Awaiting Response,2012-11-25 04:10:47,Not Qualified
1960,Rejection,Assistant Professor,2006-08-13 11:15:11,Awaiting Response,2014-07-15 21:15:32,Incomplete Application
1961,Offer,Professor,2004-08-12 09:30:12,Awaiting Response,2023-03-11 07:13:13,Not Qualified
1962,Offer,Assistant Professor,2017-11-27 20:40:23,Awaiting Response,2008-07-09 08:30:26,Incomplete Application
1963,Rejection,Assistant Professor,2023-11-23 22:56:21,Awaiting Response,2013-07-06 08:55:15,Position Filled
1964,Offer,Associate Professor,2001-03-19 06:24:59,Awaiting Response,2014-01-17 12:56:25,Not Qualified
1965,Offer,Professor,2008-12-04 01:49:30,Awaiting Response,2001-07-05 20:08:40,Not Qualified
1966,Rejection,Associate Professor,2023-02-15 03:00:55,Awaiting Response,2008-05-03 11:41:43,Not Qualified
1967,Rejection,Professor,2012-10-21 11:00:00,Awaiting Response,2011-04-14 23:07:16,Position Filled
1968,Offer,Associate Professor,2003-04-05 11:07:18,Awaiting Response,2000-01-04 21:45:02,Incomplete Application
1969,Rejection,Professor,2016-10-20 06:44:01,Awaiting Response,2002-11-15 06:07:08,Not Qualified
1970,Rejection,Associate Professor,2012-05-05 20:20:47,Awaiting Response,2012-12-14 08:20:04,Position Filled
1971,Offer,Professor,2008-09-22 05:01:36,Awaiting Response,2008-11-23 09:02:56,Position Filled
1972,Rejection,Assistant Professor,2022-11-22 17:54:53,Awaiting Response,2020-10-20 03:52:22,Incomplete Application
1973,Offer,Assistant Professor,2021-12-26 10:56:11,Awaiting Response,2017-09-17 20:40:11,Not Qualified
1974,Rejection,Assistant Professor,2008-06-26 10:36:00,Awaiting Response,2009-10-05 19:59:56,Not Qualified
1975,Rejection,Professor,2002-02-02 08:03:33,Awaiting Response,2006-02-14 21:12:36,Not Qualified
1976,Offer,Professor,2008-03-24 12:21:13,Awaiting Response,2009-01-28 13:01:09,Incomplete Application
1977,Offer,Professor,2022-09-14 17:50:07,Awaiting Response,2015-11-16 08:53:50,Not Qualified
1978,Rejection,Associate Professor,2012-10-23 05:15:02,Awaiting Response,2000-04-02 17:31:05,Not Qualified
1979,Rejection,Assistant Professor,2003-10-02 11:58:24,Awaiting Response,2021-03-15 17:26:09,Incomplete Application
1980,Rejection,Assistant Professor,2007-10-18 13:13:58,Awaiting Response,2013-03-09 17:50:24,Position Filled
1981,Offer,Associate Professor,2019-04-25 13:33:17,Awaiting Response,2001-03-11 20:58:03,Position Filled
1982,Rejection,Associate Professor,2017-12-18 21:02:29,Awaiting Response,2012-07-24 21:32:33,Position Filled
1983,Offer,Professor,2005-10-08 18:14:26,Awaiting Response,2007-03-23 23:32:14,Not Qualified
1984,Offer,Associate Professor,2018-07-27 15:35:38,Awaiting Response,2003-10-24 11:47:48,Incomplete Application
1985,Rejection,Associate Professor,2003-02-03 00:38:13,Awaiting Response,2014-09-15 07:05:06,Position Filled
1986,Offer,Assistant Professor,2004-07-13 03:59:57,Awaiting Response,2006-03-09 05:00:19,Not Qualified
1987,Offer,Assistant Professor,2009-08-04 20:55:22,Awaiting Response,2013-08-03 15:26:17,Incomplete Application
1988,Offer,Assistant Professor,2013-08-24 20:01:49,Awaiting Response,2009-02-28 14:30:27,Incomplete Application
1989,Offer,Assistant Professor,2013-01-07 02:39:07,Awaiting Response,2000-11-18 05:30:00,Not Qualified
1990,Rejection,Assistant Professor,2011-07-27 23:24:52,Awaiting Response,2007-07-08 01:57:52,Position Filled
1991,Rejection,Professor,2010-11-27 21:29:15,Awaiting Response,2022-07-11 16:01:50,Not Qualified
1992,Rejection,Associate Professor,2001-11-22 08:53:20,Awaiting Response,2010-04-23 13:07:02,Not Qualified
1993,Offer,Professor,2020-03-01 05:32:20,Awaiting Response,2006-10-12 17:32:24,Position Filled
1994,Rejection,Assistant Professor,2003-08-20 23:15:30,Awaiting Response,2016-03-02 15:43:48,Incomplete Application
1995,Rejection,Associate Professor,2012-02-13 07:56:43,Awaiting Response,2007-03-28 19:03:04,Incomplete Application
1996,Offer,Associate Professor,2008-02-13 14:04:12,Awaiting Response,2014-02-14 01:25:33,Not Qualified
1997,Offer,Associate Professor,2018-06-08 20:51:18,Awaiting Response,2023-09-17 07:27:17,Incomplete Application
1998,Rejection,Associate Professor,2000-10-11 05:03:56,Awaiting Response,2013-06-22 13:11:47,Position Filled
1999,Rejection,Assistant Professor,2022-04-08 23:56:18,Awaiting Response,2022-06-13 21:19:28,Incomplete Application
2000,Rejection,Associate Professor,2015-02-26 10:27:52,Awaiting Response,2018-12-21 04:38:23,Position Filled
2001,Offer,Associate Professor,2002-04-10 21:42:23,Awaiting Response,2023-01-12 19:23:30,Not Qualified
2002,Offer,Assistant Professor,2002-12-11 09:50:37,Awaiting Response,2006-05-24 15:09:38,Incomplete Application
2003,Offer,Professor,2016-05-07 16:10:55,Awaiting Response,2018-04-08 01:57:10,Not Qualified
2004,Offer,Associate Professor,2014-07-19 19:42:49,Awaiting Response,2001-09-15 21:01:17,Incomplete Application
2005,Rejection,Associate Professor,2006-05-22 16:55:17,Awaiting Response,2012-10-25 11:54:20,Incomplete Application
2006,Offer,Associate Professor,2013-06-10 00:03:58,Awaiting Response,2007-05-28 22:33:06,Not Qualified
2007,Rejection,Assistant Professor,2017-04-04 13:16:30,Awaiting Response,2008-02-05 16:36:30,Incomplete Application
2008,Rejection,Assistant Professor,2001-10-05 06:49:40,Awaiting Response,2006-08-10 04:18:43,Position Filled
2009,Rejection,Assistant Professor,2023-05-01 11:53:39,Awaiting Response,2005-02-02 21:18:29,Position Filled
2010,Rejection,Professor,2000-05-04 08:06:41,Awaiting Response,2020-04-24 18:23:16,Not Qualified
2011,Rejection,Associate Professor,2022-10-06 22:40:28,Awaiting Response,2011-07-28 06:20:15,Not Qualified
2012,Offer,Associate Professor,2020-07-16 16:15:30,Awaiting Response,2009-09-12 10:04:23,Not Qualified
2013,Offer,Assistant Professor,2019-09-07 09:39:25,Awaiting Response,2012-05-01 19:38:28,Position Filled
2014,Rejection,Assistant Professor,2016-08-17 12:44:25,Awaiting Response,2000-03-10 21:05:29,Position Filled
2015,Offer,Associate Professor,2002-06-08 19:40:48,Awaiting Response,2023-10-08 15:25:15,Position Filled
2016,Rejection,Professor,2007-08-01 05:42:04,Awaiting Response,2010-02-06 11:48:28,Position Filled
2017,Rejection,Associate Professor,2020-12-23 17:39:45,Awaiting Response,2019-11-11 06:59:24,Incomplete Application
2018,Offer,Assistant Professor,2007-12-01 20:37:58,Awaiting Response,2005-05-27 13:55:59,Position Filled
2019,Offer,Associate Professor,2022-04-01 05:02:08,Awaiting Response,2015-04-18 10:46:49,Incomplete Application
2020,Rejection,Professor,2012-02-12 20:34:46,Awaiting Response,2013-12-25 18:35:01,Not Qualified
2021,Rejection,Assistant Professor,2018-03-03 17:58:22,Awaiting Response,2023-03-03 05:58:32,Incomplete Application
2022,Offer,Assistant Professor,2002-12-13 11:04:16,Awaiting Response,2004-12-21 21:24:04,Position Filled
2023,Rejection,Professor,2011-07-03 19:32:08,Awaiting Response,2018-05-03 00:20:38,Not Qualified
2024,Offer,Assistant Professor,2017-04-04 10:39:30,Awaiting Response,2004-11-20 17:49:17,Not Qualified
2025,Offer,Assistant Professor,2017-12-06 15:49:25,Awaiting Response,2022-10-01 08:55:16,Position Filled
2026,Rejection,Associate Professor,2008-03-17 19:34:28,Awaiting Response,2014-04-17 08:18:15,Not Qualified
2027,Offer,Associate Professor,2002-12-01 10:09:23,Awaiting Response,2014-02-04 16:31:47,Not Qualified
2028,Offer,Assistant Professor,2013-02-17 23:20:13,Awaiting Response,2003-07-04 04:21:44,Not Qualified
2029,Offer,Assistant Professor,2016-10-28 21:30:12,Awaiting Response,2007-05-02 07:27:52,Incomplete Application
2030,Rejection,Associate Professor,2001-08-23 16:53:36,Awaiting Response,2016-02-21 04:09:26,Not Qualified
2031,Rejection,Assistant Professor,2004-05-01 20:43:03,Awaiting Response,2023-09-13 12:10:34,Incomplete Application
2032,Rejection,Professor,2015-11-10 16:33:40,Awaiting Response,2000-02-14 04:19:47,Position Filled
2033,Rejection,Associate Professor,2023-02-08 05:20:31,Awaiting Response,2001-03-04 16:11:00,Position Filled
2034,Offer,Associate Professor,2018-03-27 13:38:49,Awaiting Response,2006-10-22 09:16:34,Position Filled
2035,Rejection,Professor,2002-11-11 12:45:59,Awaiting Response,2000-10-09 17:32:21,Incomplete Application
2036,Rejection,Associate Professor,2011-09-12 14:32:12,Awaiting Response,2017-01-06 04:35:04,Incomplete Application
2037,Offer,Assistant Professor,2020-06-01 17:01:57,Awaiting Response,2005-01-07 04:06:37,Incomplete Application
2038,Offer,Associate Professor,2012-12-05 18:02:22,Awaiting Response,2014-11-18 08:33:00,Incomplete Application
2039,Rejection,Assistant Professor,2016-02-21 05:52:29,Awaiting Response,2010-01-01 04:44:48,Position Filled
2040,Rejection,Assistant Professor,2004-06-06 05:00:58,Awaiting Response,2016-07-16 09:24:45,Not Qualified
2041,Rejection,Assistant Professor,2000-11-12 20:32:34,Awaiting Response,2008-06-22 23:07:56,Not Qualified
2042,Offer,Assistant Professor,2012-02-04 09:11:24,Awaiting Response,2011-04-27 03:23:29,Incomplete Application
2043,Rejection,Associate Professor,2016-03-26 09:27:08,Awaiting Response,2007-11-11 16:38:47,Position Filled
2044,Offer,Assistant Professor,2005-01-02 15:10:17,Awaiting Response,2023-10-09 22:58:59,Not Qualified
2045,Offer,Associate Professor,2021-01-14 14:01:00,Awaiting Response,2002-10-22 22:32:55,Not Qualified
2046,Rejection,Associate Professor,2019-06-23 02:48:38,Awaiting Response,2020-05-06 23:12:32,Incomplete Application
2047,Rejection,Assistant Professor,2003-01-19 12:17:53,Awaiting Response,2014-09-16 18:42:12,Position Filled
2048,Offer,Professor,2013-08-08 23:26:21,Awaiting Response,2006-04-11 19:24:17,Not Qualified
2049,Offer,Associate Professor,2009-07-17 12:06:59,Awaiting Response,2006-02-17 06:37:31,Incomplete Application
2050,Offer,Associate Professor,2003-03-07 19:47:42,Awaiting Response,2006-11-08 14:21:31,Position Filled
2051,Offer,Associate Professor,2017-07-19 11:32:35,Awaiting Response,2006-12-20 15:26:11,Position Filled
2052,Offer,Associate Professor,2000-05-12 09:51:26,Awaiting Response,2005-02-02 02:18:33,Position Filled
2053,Offer,Associate Professor,2022-06-14 20:07:08,Awaiting Response,2000-03-23 19:53:34,Position Filled
2054,Offer,Professor,2012-08-02 00:02:37,Awaiting Response,2008-09-19 20:31:50,Position Filled
2055,Rejection,Associate Professor,2021-09-08 05:41:48,Awaiting Response,2009-07-08 00:54:00,Position Filled
2056,Offer,Professor,2013-02-17 20:55:20,Awaiting Response,2018-01-04 20:38:41,Incomplete Application
2057,Rejection,Professor,2015-02-26 00:02:47,Awaiting Response,2018-06-27 11:57:51,Position Filled
2058,Offer,Associate Professor,2015-06-27 20:31:13,Awaiting Response,2008-12-13 23:09:47,Position Filled
