name,abbreviation,max_faculty_capacity,current_number_of_faculty,academic_division
Computer Science,CS,86,18,Science
Mathematics,CS,32,5,Science
Physics,MATH,74,20,Engineering
Mathematics,MATH,38,19,Arts
Computer Science,MATH,72,7,Science
Mathematics,MATH,31,11,Arts
Computer Science,PHYS,67,10,Arts
Computer Science,PHYS,31,18,Science
Computer Science,PHYS,22,13,Science
Physics,PHYS,80,12,Engineering
Mathematics,PHYS,38,13,Science
Mathematics,CS,90,19,Engineering
Mathematics,PHYS,77,12,Engineering
Mathematics,MATH,99,20,Engineering
Physics,MATH,62,15,Engineering
Mathematics,PHYS,76,8,Arts
Mathematics,PHYS,22,18,Science
Physics,MATH,63,14,Science
Mathematics,CS,66,8,Science
Physics,CS,89,11,Arts
Mathematics,CS,29,12,Engineering
Computer Science,MATH,72,5,Engineering
Computer Science,PHYS,61,17,Science
Mathematics,MATH,94,11,Science
Computer Science,CS,75,17,Science
Mathematics,PHYS,55,12,Arts
Computer Science,MATH,40,9,Science
Physics,MATH,84,14,Engineering
Mathematics,CS,51,7,Science
Mathematics,PHYS,38,16,Science
Computer Science,MATH,29,9,Arts
Physics,CS,59,7,Arts
Physics,MATH,26,14,Engineering
Mathematics,CS,21,5,Engineering
Mathematics,MATH,26,17,Engineering
Physics,CS,79,7,Science
Physics,MATH,71,18,Arts
Physics,PHYS,73,5,Science
Mathematics,PHYS,38,12,Arts
Mathematics,CS,95,7,Science
Mathematics,PHYS,84,17,Science
Mathematics,PHYS,80,5,Arts
Computer Science,MATH,80,9,Engineering
Computer Science,MATH,61,9,Science
Physics,MATH,73,10,Engineering
Physics,MATH,53,12,Engineering
Physics,MATH,36,9,Arts
Physics,PHYS,27,9,Engineering
Mathematics,CS,96,10,Engineering
Physics,MATH,42,12,Science
Physics,CS,48,14,Engineering
Physics,CS,62,16,Engineering
Computer Science,PHYS,79,16,Arts
Physics,MATH,32,11,Engineering
Mathematics,MATH,100,18,Science
Mathematics,CS,27,20,Science
Physics,PHYS,32,10,Engineering
Mathematics,CS,97,20,Engineering
Physics,CS,78,5,Arts
Computer Science,PHYS,65,12,Engineering
Physics,MATH,77,8,Science
Mathematics,CS,79,11,Engineering
Physics,CS,74,15,Science
Computer Science,MATH,52,14,Arts
Computer Science,PHYS,84,5,Engineering
Mathematics,PHYS,39,18,Engineering
Mathematics,CS,78,7,Arts
Physics,PHYS,23,12,Engineering
Computer Science,PHYS,26,8,Engineering
Computer Science,CS,74,15,Arts
Physics,MATH,69,20,Science
Physics,CS,63,10,Arts
Physics,CS,71,19,Engineering
Physics,PHYS,42,14,Engineering
Mathematics,MATH,80,19,Arts
Physics,CS,83,16,Science
Computer Science,CS,65,10,Engineering
Computer Science,MATH,74,7,Arts
Computer Science,MATH,34,9,Science
Mathematics,PHYS,22,16,Engineering
Physics,CS,93,17,Science
Computer Science,PHYS,68,9,Engineering
Computer Science,CS,29,19,Science
Physics,CS,72,8,Science
Physics,PHYS,76,5,Arts
Computer Science,MATH,89,7,Engineering
Physics,PHYS,75,13,Engineering
Physics,CS,29,18,Arts
Computer Science,MATH,57,13,Engineering
Computer Science,PHYS,75,20,Science
Physics,CS,54,11,Engineering
Computer Science,CS,71,12,Science
Mathematics,PHYS,59,17,Arts
Physics,CS,72,5,Science
Physics,CS,37,9,Arts
Physics,CS,50,17,Science
Mathematics,CS,28,10,Science
Mathematics,CS,38,8,Arts
Mathematics,MATH,82,11,Engineering
Mathematics,MATH,91,20,Science
Mathematics,MATH,25,7,Arts
Mathematics,CS,31,17,Science
Computer Science,PHYS,63,18,Arts
Computer Science,MATH,46,14,Arts
Computer Science,PHYS,22,13,Arts
Computer Science,CS,31,20,Engineering
Mathematics,PHYS,33,16,Science
Mathematics,CS,96,6,Arts
Computer Science,MATH,60,15,Engineering
Computer Science,MATH,69,19,Science
Computer Science,PHYS,27,19,Arts
Mathematics,MATH,59,16,Engineering
Mathematics,PHYS,73,13,Engineering
Computer Science,CS,99,7,Arts
Mathematics,CS,40,5,Science
Mathematics,PHYS,97,16,Science
Computer Science,CS,74,19,Science
Computer Science,MATH,21,20,Arts
Computer Science,PHYS,51,11,Science
Computer Science,MATH,91,17,Arts
Mathematics,PHYS,59,16,Science
Computer Science,MATH,92,11,Engineering
Computer Science,MATH,28,13,Arts
Mathematics,MATH,39,19,Engineering
Computer Science,CS,79,5,Engineering
Physics,CS,96,7,Engineering
Physics,PHYS,62,19,Engineering
Mathematics,PHYS,81,20,Engineering
Mathematics,MATH,51,16,Arts
Mathematics,PHYS,93,14,Arts
Computer Science,PHYS,74,18,Science
Mathematics,MATH,56,15,Engineering
Physics,PHYS,47,18,Science
Physics,MATH,53,19,Science
Physics,MATH,59,5,Arts
Computer Science,CS,83,5,Engineering
Mathematics,MATH,52,14,Arts
Computer Science,CS,88,8,Science
Physics,PHYS,81,5,Arts
Computer Science,PHYS,27,13,Science
Computer Science,PHYS,53,8,Science
Computer Science,MATH,28,7,Engineering
Mathematics,PHYS,44,11,Science
Physics,PHYS,97,7,Arts
Computer Science,CS,41,17,Arts
Computer Science,PHYS,64,20,Engineering
Mathematics,CS,98,8,Arts
Mathematics,CS,88,16,Science
Physics,CS,62,6,Science
Physics,MATH,41,6,Arts
Computer Science,PHYS,32,6,Science
Physics,CS,28,6,Engineering
Mathematics,PHYS,72,11,Science
Mathematics,CS,80,12,Engineering
Mathematics,MATH,62,10,Arts
Physics,PHYS,79,10,Engineering
Mathematics,PHYS,62,7,Arts
Mathematics,MATH,87,12,Arts
Computer Science,CS,57,12,Science
Computer Science,PHYS,41,20,Engineering
Computer Science,MATH,79,10,Arts
Mathematics,CS,61,11,Science
Computer Science,PHYS,40,20,Science
Physics,MATH,32,6,Arts
Mathematics,CS,25,19,Engineering
Physics,CS,72,8,Science
Physics,PHYS,21,7,Arts
Computer Science,PHYS,47,10,Arts
Physics,CS,24,9,Science
Mathematics,PHYS,38,9,Engineering
Physics,PHYS,31,8,Arts
Computer Science,PHYS,42,11,Engineering
Computer Science,CS,23,17,Arts
Physics,MATH,90,20,Arts
Computer Science,CS,86,10,Engineering
Mathematics,PHYS,43,14,Science
Mathematics,CS,37,11,Science
Computer Science,MATH,48,10,Engineering
Physics,PHYS,37,19,Arts
Mathematics,PHYS,52,8,Science
Computer Science,CS,41,13,Arts
Mathematics,PHYS,44,5,Science
Mathematics,PHYS,51,18,Science
Mathematics,MATH,24,7,Engineering
Physics,MATH,97,8,Arts
Computer Science,PHYS,90,14,Engineering
Computer Science,CS,61,6,Science
Computer Science,PHYS,51,10,Arts
Computer Science,MATH,97,17,Engineering
Physics,PHYS,70,20,Science
Mathematics,CS,100,15,Engineering
Computer Science,PHYS,95,16,Engineering
Physics,MATH,54,14,Engineering
Computer Science,PHYS,74,20,Arts
Physics,MATH,20,11,Arts
Physics,CS,74,6,Arts
Computer Science,MATH,51,15,Science
Computer Science,MATH,23,20,Arts
Computer Science,CS,50,11,Engineering
Computer Science,PHYS,50,15,Arts
Mathematics,CS,77,18,Science
Mathematics,MATH,42,7,Engineering
Mathematics,CS,31,9,Engineering
Mathematics,CS,83,17,Science
Computer Science,CS,65,9,Arts
Computer Science,CS,47,7,Arts
Mathematics,PHYS,33,12,Engineering
Physics,CS,53,13,Engineering
Mathematics,MATH,45,12,Arts
Mathematics,PHYS,47,13,Science
Physics,PHYS,37,10,Engineering
Mathematics,MATH,84,7,Engineering
Computer Science,MATH,48,5,Arts
Physics,CS,58,14,Engineering
Computer Science,PHYS,51,12,Engineering
Physics,MATH,41,15,Arts
Physics,MATH,41,16,Science
Mathematics,CS,38,11,Science
Mathematics,PHYS,35,19,Arts
Computer Science,CS,21,19,Arts
Physics,MATH,50,18,Arts
Mathematics,PHYS,84,11,Science
Mathematics,PHYS,79,12,Engineering
Computer Science,CS,61,8,Arts
Physics,MATH,70,20,Science
Computer Science,CS,36,17,Arts
Mathematics,MATH,82,20,Arts
Physics,MATH,72,18,Science
Physics,MATH,68,19,Arts
Mathematics,PHYS,84,6,Arts
Physics,MATH,29,14,Science
Mathematics,CS,39,19,Science
Computer Science,MATH,52,17,Science
Computer Science,PHYS,23,18,Engineering
Physics,MATH,94,19,Engineering
Computer Science,CS,85,7,Science
Physics,MATH,62,14,Science
Computer Science,CS,47,19,Arts
Computer Science,PHYS,100,10,Arts
Computer Science,MATH,44,19,Arts
Physics,MATH,62,6,Arts
Computer Science,MATH,38,10,Engineering
Mathematics,MATH,62,5,Science
Computer Science,MATH,98,6,Engineering
Computer Science,MATH,36,7,Arts
Physics,CS,95,19,Science
Computer Science,CS,67,11,Arts
Physics,PHYS,97,15,Engineering
Computer Science,PHYS,62,10,Engineering
Mathematics,CS,26,19,Arts
Physics,PHYS,59,10,Arts
Physics,MATH,73,13,Arts
Mathematics,PHYS,47,19,Engineering
Computer Science,MATH,48,17,Science
Physics,PHYS,80,13,Arts
Physics,PHYS,67,8,Engineering
Mathematics,PHYS,38,16,Science
Mathematics,MATH,58,13,Engineering
Computer Science,CS,29,17,Science
Mathematics,MATH,45,17,Arts
Mathematics,PHYS,53,6,Arts
Physics,PHYS,76,14,Science
Computer Science,PHYS,44,6,Engineering
Mathematics,PHYS,84,10,Science
Computer Science,PHYS,38,14,Engineering
Mathematics,PHYS,28,13,Arts
Computer Science,PHYS,34,20,Engineering
Computer Science,MATH,49,8,Engineering
Physics,PHYS,26,13,Arts
Computer Science,CS,35,7,Arts
Mathematics,CS,64,20,Arts
Mathematics,CS,20,16,Arts
Physics,PHYS,94,5,Science
Computer Science,CS,26,16,Engineering
Physics,MATH,42,13,Science
Computer Science,MATH,51,7,Science
Mathematics,MATH,26,18,Engineering
Physics,MATH,65,15,Science
Computer Science,CS,92,19,Science
Computer Science,CS,31,14,Science
Computer Science,MATH,33,15,Arts
Computer Science,CS,37,14,Science
Physics,CS,59,19,Engineering
Computer Science,MATH,26,15,Engineering
Physics,CS,53,11,Arts
Computer Science,PHYS,82,10,Science
Mathematics,PHYS,38,16,Science
Physics,PHYS,57,10,Engineering
Physics,MATH,84,20,Engineering
Computer Science,PHYS,97,9,Science
Computer Science,MATH,25,9,Arts
Mathematics,MATH,100,17,Arts
Computer Science,MATH,98,15,Science
Mathematics,CS,93,18,Arts
Mathematics,MATH,74,18,Science
Computer Science,PHYS,39,12,Arts
Computer Science,PHYS,70,17,Science
Physics,PHYS,41,15,Engineering
Computer Science,MATH,65,13,Arts
Physics,PHYS,41,13,Science
Mathematics,CS,54,20,Arts
Physics,MATH,31,16,Arts
Mathematics,CS,62,9,Engineering
Mathematics,CS,84,13,Engineering
Computer Science,CS,67,11,Arts
Mathematics,PHYS,92,14,Science
Computer Science,PHYS,93,8,Arts
Computer Science,PHYS,71,11,Science
Computer Science,CS,94,5,Engineering
Computer Science,MATH,24,15,Arts
Physics,PHYS,29,7,Science
Computer Science,PHYS,70,11,Engineering
Computer Science,MATH,29,11,Engineering
Physics,PHYS,84,13,Engineering
Computer Science,PHYS,56,15,Engineering
Mathematics,MATH,21,14,Engineering
Computer Science,CS,93,16,Arts
Mathematics,MATH,43,17,Arts
Mathematics,PHYS,53,7,Arts
Computer Science,PHYS,100,7,Science
Physics,PHYS,48,17,Engineering
Mathematics,CS,78,20,Engineering
Mathematics,MATH,24,11,Engineering
Physics,PHYS,83,16,Science
Physics,MATH,24,8,Arts
Computer Science,CS,31,20,Engineering
Physics,PHYS,61,5,Science
Physics,MATH,50,7,Engineering
Mathematics,PHYS,71,14,Science
Physics,PHYS,67,16,Science
Computer Science,PHYS,31,18,Science
Physics,CS,65,16,Engineering
Physics,MATH,79,5,Arts
Computer Science,PHYS,50,8,Arts
Physics,PHYS,20,16,Engineering
Mathematics,PHYS,40,19,Science
Mathematics,PHYS,30,10,Engineering
Computer Science,MATH,76,7,Engineering
Computer Science,PHYS,42,14,Arts
Mathematics,MATH,52,6,Engineering
Mathematics,CS,34,18,Engineering
Mathematics,PHYS,77,9,Arts
Physics,MATH,89,5,Engineering
Computer Science,MATH,91,9,Science
Physics,PHYS,91,7,Science
Physics,PHYS,78,16,Engineering
Physics,CS,24,5,Science
Physics,CS,70,5,Engineering
Mathematics,CS,56,18,Arts
Computer Science,PHYS,67,15,Engineering
Physics,CS,64,10,Science
Computer Science,CS,24,12,Arts
Computer Science,PHYS,49,9,Engineering
Physics,MATH,49,20,Science
Physics,MATH,86,19,Science
Computer Science,PHYS,44,16,Arts
Computer Science,CS,27,17,Science
Physics,MATH,26,12,Science
Computer Science,MATH,81,20,Arts
Mathematics,PHYS,22,18,Science
Physics,PHYS,59,7,Engineering
Mathematics,MATH,51,13,Science
Computer Science,PHYS,42,5,Science
Mathematics,PHYS,32,8,Science
Mathematics,CS,71,15,Engineering
Physics,MATH,56,14,Arts
Computer Science,PHYS,31,9,Science
Mathematics,MATH,49,16,Science
Mathematics,CS,72,15,Science
Computer Science,PHYS,22,8,Engineering
Physics,MATH,38,20,Science
Computer Science,CS,60,17,Arts
Physics,MATH,95,11,Arts
Mathematics,MATH,43,6,Science
Physics,CS,67,14,Engineering
Mathematics,PHYS,96,7,Engineering
Mathematics,CS,37,20,Arts
Physics,CS,37,14,Arts
Mathematics,CS,90,10,Engineering
Physics,MATH,95,10,Science
Mathematics,PHYS,97,17,Engineering
Physics,CS,41,8,Engineering
Physics,CS,89,7,Engineering
Physics,MATH,79,9,Science
Mathematics,PHYS,87,10,Science
Computer Science,PHYS,80,17,Engineering
Computer Science,MATH,54,17,Arts
Computer Science,MATH,72,7,Engineering
Mathematics,MATH,24,17,Engineering
Mathematics,MATH,38,18,Arts
Computer Science,CS,52,18,Engineering
Computer Science,CS,72,19,Engineering
Mathematics,CS,30,18,Arts
Computer Science,MATH,56,17,Science
Mathematics,PHYS,60,6,Engineering
Physics,PHYS,41,18,Arts
Mathematics,PHYS,33,5,Engineering
Computer Science,MATH,88,17,Engineering
Mathematics,MATH,73,17,Arts
Physics,PHYS,34,11,Arts
Computer Science,MATH,34,15,Science
Computer Science,MATH,34,5,Science
Mathematics,CS,91,9,Science
Mathematics,CS,33,19,Engineering
Physics,MATH,76,17,Engineering
Physics,CS,47,20,Science
Mathematics,CS,22,17,Engineering
Physics,PHYS,22,14,Arts
Computer Science,PHYS,24,18,Science
Mathematics,MATH,87,19,Engineering
Physics,CS,45,9,Arts
Computer Science,CS,77,13,Arts
Mathematics,MATH,33,12,Engineering
Mathematics,CS,40,9,Arts
Physics,PHYS,34,10,Engineering
Mathematics,CS,92,19,Engineering
Physics,CS,74,17,Engineering
Physics,PHYS,22,5,Science
Physics,CS,51,5,Arts
Mathematics,CS,85,5,Engineering
Mathematics,PHYS,78,11,Arts
Physics,PHYS,46,16,Engineering
Mathematics,MATH,95,20,Engineering
Mathematics,MATH,98,10,Engineering
Computer Science,CS,98,14,Science
Mathematics,CS,85,17,Arts
Physics,PHYS,37,8,Engineering
Physics,MATH,56,9,Engineering
Physics,MATH,35,13,Engineering
Mathematics,PHYS,40,14,Arts
Mathematics,PHYS,31,17,Arts
Computer Science,PHYS,77,17,Science
Mathematics,PHYS,42,13,Engineering
Physics,CS,44,18,Science
Physics,MATH,86,17,Arts
Mathematics,CS,26,17,Arts
Computer Science,MATH,72,8,Engineering
Physics,MATH,23,20,Science
Physics,PHYS,70,7,Engineering
Mathematics,CS,49,12,Arts
Physics,MATH,94,20,Engineering
Mathematics,PHYS,49,16,Arts
Mathematics,CS,99,16,Science
Physics,PHYS,32,9,Arts
Physics,CS,80,12,Science
Physics,PHYS,29,6,Science
Physics,MATH,57,20,Science
Computer Science,PHYS,65,16,Engineering
Physics,PHYS,66,16,Science
Computer Science,CS,55,19,Science
Mathematics,PHYS,39,10,Arts
Mathematics,CS,34,14,Science
Physics,MATH,34,9,Arts
Mathematics,CS,63,12,Science
Mathematics,CS,56,17,Arts
Physics,PHYS,68,20,Engineering
Mathematics,PHYS,90,18,Arts
Mathematics,CS,55,14,Arts
Mathematics,CS,35,8,Engineering
Mathematics,MATH,86,20,Arts
Mathematics,PHYS,42,10,Engineering
Physics,PHYS,44,10,Engineering
Physics,MATH,25,19,Science
Mathematics,MATH,52,13,Engineering
Computer Science,MATH,43,17,Science
Physics,CS,44,5,Arts
Physics,PHYS,63,17,Arts
Computer Science,CS,24,13,Science
Physics,CS,49,15,Science
Computer Science,CS,47,16,Arts
Computer Science,CS,77,11,Engineering
Computer Science,MATH,30,14,Science
Physics,PHYS,95,10,Engineering
Computer Science,PHYS,65,15,Arts
Physics,PHYS,41,16,Science
Physics,CS,43,13,Engineering
Physics,CS,64,20,Science
Mathematics,CS,37,16,Arts
Computer Science,MATH,48,8,Arts
Computer Science,CS,64,9,Engineering
Computer Science,MATH,89,10,Science
Physics,MATH,55,8,Arts
Physics,PHYS,89,7,Arts
Mathematics,CS,83,14,Science
Mathematics,PHYS,94,14,Arts
Mathematics,MATH,99,13,Arts
Computer Science,CS,69,13,Science
Physics,CS,97,6,Science
Physics,MATH,42,19,Science
Computer Science,MATH,43,11,Engineering
Physics,MATH,43,5,Science
Mathematics,CS,92,16,Arts
Mathematics,CS,84,14,Arts
Physics,CS,80,6,Arts
Mathematics,CS,34,17,Science
Computer Science,PHYS,35,10,Science
Physics,CS,48,20,Engineering
Computer Science,CS,62,11,Arts
Mathematics,MATH,82,5,Engineering
Computer Science,PHYS,65,12,Science
Mathematics,PHYS,90,20,Arts
Physics,CS,73,16,Engineering
Physics,CS,82,17,Arts
Computer Science,PHYS,52,9,Engineering
Physics,PHYS,74,13,Engineering
Computer Science,CS,34,12,Arts
Computer Science,PHYS,83,12,Arts
Computer Science,CS,52,15,Science
Computer Science,CS,84,15,Engineering
Mathematics,PHYS,44,15,Arts
Mathematics,MATH,46,13,Science
Computer Science,MATH,50,17,Science
Physics,PHYS,47,13,Arts
Mathematics,MATH,28,10,Arts
Computer Science,CS,61,8,Science
Physics,MATH,24,6,Engineering
Physics,MATH,31,11,Science
Computer Science,PHYS,41,8,Engineering
Computer Science,MATH,84,20,Science
Mathematics,PHYS,99,11,Arts
Mathematics,PHYS,60,6,Arts
Physics,CS,87,15,Science
Computer Science,PHYS,58,9,Engineering
Physics,MATH,27,18,Arts
Computer Science,CS,26,9,Arts
Physics,MATH,22,7,Science
Mathematics,CS,68,17,Engineering
Computer Science,CS,37,7,Engineering
Mathematics,MATH,86,8,Engineering
Computer Science,MATH,35,19,Science
Computer Science,CS,94,20,Engineering
Computer Science,PHYS,46,15,Engineering
Physics,MATH,21,15,Engineering
Physics,PHYS,65,11,Engineering
Computer Science,CS,86,9,Science
Computer Science,MATH,40,9,Science
Mathematics,PHYS,72,18,Science
Mathematics,MATH,31,5,Arts
Physics,MATH,63,18,Arts
Physics,CS,51,12,Science
Mathematics,MATH,29,16,Science
Physics,PHYS,82,17,Arts
Physics,PHYS,64,13,Science
Mathematics,MATH,59,5,Science
Mathematics,PHYS,73,7,Science
Computer Science,CS,40,7,Engineering
Physics,PHYS,86,11,Engineering
Physics,MATH,62,16,Science
Mathematics,CS,89,8,Arts
Physics,PHYS,27,15,Arts
Physics,MATH,56,16,Arts
Physics,CS,45,18,Engineering
Mathematics,MATH,79,5,Arts
Computer Science,CS,25,7,Science
Mathematics,MATH,90,18,Engineering
Mathematics,MATH,38,5,Arts
Physics,PHYS,58,12,Science
Physics,CS,59,14,Science
Mathematics,CS,48,12,Engineering
Physics,MATH,66,11,Engineering
Mathematics,MATH,98,8,Science
Mathematics,MATH,76,18,Engineering
Computer Science,MATH,57,19,Arts
Physics,PHYS,49,7,Engineering
Computer Science,MATH,51,6,Science
Mathematics,PHYS,22,16,Engineering
Computer Science,CS,95,15,Science
Physics,MATH,22,8,Engineering
Computer Science,CS,61,10,Arts
Mathematics,PHYS,61,12,Arts
Physics,CS,24,11,Science
Mathematics,MATH,86,12,Engineering
Mathematics,CS,65,17,Engineering
Computer Science,MATH,47,17,Arts
Physics,MATH,31,19,Science
Physics,PHYS,72,18,Engineering
Mathematics,PHYS,78,19,Arts
Mathematics,PHYS,51,5,Science
Physics,MATH,61,17,Engineering
Mathematics,PHYS,59,7,Science
Physics,MATH,31,6,Engineering
Computer Science,CS,60,5,Arts
Physics,MATH,94,6,Arts
Mathematics,PHYS,31,18,Science
Mathematics,MATH,83,6,Science
Computer Science,CS,66,14,Science
Mathematics,MATH,33,14,Engineering
Physics,MATH,93,8,Arts
Computer Science,PHYS,58,7,Science
Computer Science,PHYS,74,19,Arts
Computer Science,MATH,60,18,Science
Mathematics,CS,63,6,Science
Physics,PHYS,42,6,Engineering
Physics,CS,35,13,Engineering
Mathematics,CS,68,5,Science
Mathematics,PHYS,94,11,Engineering
Computer Science,CS,26,8,Engineering
Physics,MATH,88,17,Science
Physics,MATH,62,12,Arts
Physics,MATH,25,8,Engineering
Physics,CS,22,16,Arts
Mathematics,CS,20,20,Arts
Physics,MATH,36,15,Science
Computer Science,MATH,35,14,Arts
Physics,MATH,46,17,Science
Mathematics,CS,78,9,Arts
Computer Science,PHYS,94,9,Engineering
Physics,CS,26,19,Arts
Physics,PHYS,68,7,Science
Physics,MATH,86,20,Science
Mathematics,MATH,66,11,Science
Mathematics,PHYS,20,16,Engineering
Physics,CS,33,8,Science
Mathematics,CS,87,17,Engineering
Computer Science,PHYS,48,20,Engineering
Physics,MATH,58,13,Arts
Computer Science,CS,63,13,Science
Mathematics,CS,77,5,Arts
Computer Science,PHYS,41,12,Science
Computer Science,MATH,65,17,Science
Computer Science,MATH,50,5,Science
Mathematics,PHYS,52,14,Arts
Physics,CS,49,7,Arts
Physics,MATH,95,8,Engineering
Computer Science,PHYS,73,8,Arts
Mathematics,MATH,39,15,Science
Physics,MATH,69,15,Arts
Computer Science,CS,35,20,Arts
Computer Science,PHYS,22,5,Engineering
Computer Science,CS,42,6,Engineering
Physics,MATH,34,10,Engineering
Computer Science,PHYS,81,13,Science
Mathematics,PHYS,79,16,Engineering
Mathematics,PHYS,91,11,Engineering
Physics,MATH,20,18,Arts
Computer Science,PHYS,64,20,Arts
Mathematics,MATH,91,7,Science
Physics,CS,52,20,Science
Physics,CS,86,15,Engineering
Mathematics,PHYS,82,14,Engineering
Physics,PHYS,32,9,Engineering
Physics,MATH,33,16,Science
Mathematics,CS,60,10,Engineering
Physics,CS,83,10,Science
Physics,MATH,67,18,Engineering
Computer Science,PHYS,48,18,Engineering
Computer Science,PHYS,87,12,Arts
Mathematics,PHYS,68,11,Engineering
Computer Science,MATH,89,8,Engineering
Mathematics,PHYS,68,15,Science
Computer Science,PHYS,65,13,Science
Mathematics,MATH,34,19,Science
Mathematics,PHYS,64,9,Science
Physics,PHYS,55,14,Science
Mathematics,MATH,90,17,Science
Mathematics,PHYS,34,8,Arts
Physics,PHYS,89,12,Science
Computer Science,MATH,46,8,Science
Computer Science,CS,31,5,Arts
Mathematics,MATH,23,7,Engineering
Computer Science,PHYS,36,13,Science
Computer Science,CS,70,20,Arts
Computer Science,MATH,94,7,Science
Mathematics,PHYS,23,5,Arts
Computer Science,MATH,81,5,Arts
Mathematics,MATH,91,5,Engineering
Mathematics,CS,50,8,Arts
Physics,PHYS,48,8,Arts
Physics,MATH,29,12,Arts
Mathematics,MATH,89,8,Science
Computer Science,PHYS,34,17,Engineering
Mathematics,PHYS,87,5,Arts
Computer Science,MATH,40,7,Engineering
Computer Science,MATH,58,20,Arts
Physics,PHYS,27,8,Arts
Mathematics,PHYS,71,16,Science
Physics,PHYS,60,6,Arts
Physics,CS,68,13,Engineering
Computer Science,PHYS,47,5,Arts
Physics,MATH,33,10,Science
Physics,CS,23,6,Arts
Computer Science,CS,38,12,Arts
Mathematics,CS,60,9,Science
Physics,CS,52,16,Science
Mathematics,PHYS,45,7,Engineering
Physics,MATH,32,14,Arts
Computer Science,PHYS,49,20,Arts
Mathematics,PHYS,93,7,Engineering
Physics,CS,32,15,Arts
Physics,PHYS,77,19,Engineering
Computer Science,CS,47,20,Engineering
Computer Science,CS,21,7,Arts
Mathematics,PHYS,84,9,Engineering
Mathematics,PHYS,65,6,Science
Physics,PHYS,47,17,Science
Mathematics,CS,44,10,Arts
Computer Science,MATH,45,16,Science
Physics,CS,53,10,Science
Mathematics,MATH,32,15,Engineering
Physics,MATH,50,12,Engineering
Computer Science,PHYS,24,9,Arts
Mathematics,MATH,98,12,Arts
Physics,PHYS,50,8,Arts
Computer Science,CS,45,10,Science
Physics,MATH,35,5,Arts
Computer Science,PHYS,89,16,Arts
Computer Science,PHYS,33,20,Engineering
Physics,MATH,29,12,Engineering
Mathematics,PHYS,43,16,Arts
Computer Science,CS,79,7,Arts
Mathematics,PHYS,23,10,Arts
Computer Science,MATH,86,10,Engineering
Computer Science,CS,49,14,Arts
Computer Science,PHYS,38,17,Engineering
Computer Science,MATH,70,9,Engineering
Computer Science,MATH,24,6,Arts
Physics,CS,84,20,Engineering
Mathematics,PHYS,28,14,Engineering
Computer Science,CS,72,6,Science
Computer Science,CS,52,6,Science
Mathematics,CS,85,18,Science
Physics,PHYS,40,18,Engineering
Physics,MATH,45,18,Engineering
Computer Science,MATH,45,13,Engineering
Physics,MATH,73,19,Engineering
Computer Science,PHYS,96,13,Arts
Computer Science,MATH,100,5,Engineering
Physics,MATH,98,14,Science
Computer Science,MATH,39,18,Engineering
Mathematics,CS,42,20,Engineering
Mathematics,MATH,65,17,Science
Physics,PHYS,37,20,Science
Computer Science,CS,41,11,Science
Physics,CS,96,12,Science
Mathematics,MATH,80,6,Science
Computer Science,PHYS,32,5,Engineering
Computer Science,MATH,28,11,Arts
Physics,PHYS,40,15,Arts
Physics,PHYS,32,15,Arts
Mathematics,CS,57,13,Science
Physics,MATH,62,9,Science
Mathematics,PHYS,80,15,Arts
Computer Science,MATH,69,14,Science
Physics,PHYS,91,13,Engineering
Physics,MATH,37,18,Engineering
Mathematics,CS,63,10,Engineering
Mathematics,CS,86,10,Engineering
Mathematics,MATH,81,5,Science
Computer Science,CS,35,6,Science
Computer Science,CS,42,8,Science
Mathematics,CS,26,18,Arts
Computer Science,CS,46,9,Science
Mathematics,CS,84,9,Arts
Computer Science,CS,85,10,Arts
Physics,MATH,54,11,Arts
Physics,CS,61,12,Engineering
Computer Science,PHYS,56,17,Science
Mathematics,PHYS,65,11,Science
Mathematics,MATH,34,5,Science
Physics,PHYS,77,17,Engineering
Computer Science,CS,34,10,Engineering
Mathematics,CS,83,10,Arts
Computer Science,PHYS,41,16,Arts
Physics,CS,98,16,Engineering
Mathematics,MATH,65,16,Engineering
Physics,PHYS,31,12,Science
Physics,PHYS,94,6,Arts
Computer Science,PHYS,20,16,Engineering
Mathematics,PHYS,68,19,Science
Computer Science,CS,50,19,Science
Mathematics,MATH,42,18,Arts
Computer Science,PHYS,99,8,Engineering
Computer Science,CS,81,8,Science
Physics,MATH,74,18,Arts
Physics,MATH,45,10,Engineering
Mathematics,PHYS,29,14,Arts
Mathematics,MATH,88,20,Arts
Computer Science,PHYS,88,6,Science
Mathematics,PHYS,47,11,Science
Physics,PHYS,60,16,Arts
Computer Science,CS,43,13,Engineering
Computer Science,CS,74,8,Engineering
Mathematics,CS,31,12,Engineering
Physics,CS,34,20,Science
Physics,MATH,21,14,Engineering
Physics,MATH,89,19,Arts
Computer Science,CS,99,19,Arts
Mathematics,PHYS,21,7,Science
Physics,CS,84,7,Science
Mathematics,MATH,41,18,Arts
Computer Science,PHYS,72,10,Engineering
Mathematics,PHYS,24,19,Engineering
Computer Science,PHYS,58,13,Arts
Computer Science,MATH,94,5,Science
Mathematics,CS,72,9,Arts
Physics,PHYS,21,10,Arts
Mathematics,CS,70,11,Arts
Physics,CS,27,11,Science
Mathematics,MATH,41,8,Science
Mathematics,PHYS,22,17,Science
Mathematics,PHYS,56,18,Science
Computer Science,MATH,83,7,Arts
Physics,CS,92,8,Science
Physics,PHYS,97,12,Arts
